"REF_DATE","GEO","DGUID","Indicator","Authority","Type of use","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1972-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1190","","","","0"
"1972-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1972-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1972-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1972-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1222","","","","0"
"1972-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1972-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1972-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1972-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1252","","","","0"
"1973-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1973-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1973-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1973-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1282","","","","0"
"1973-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1973-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1973-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1973-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1312","","","","0"
"1973-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1973-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1973-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1973-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1341","","","","0"
"1973-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1973-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1973-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1973-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1369","","","","0"
"1974-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1974-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1974-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1974-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1397","","","","0"
"1974-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1974-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1974-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1974-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1424","","","","0"
"1974-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1974-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1974-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1974-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1451","","","","0"
"1974-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1974-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1974-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1974-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1477","","","","0"
"1975-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1975-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1975-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1975-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1502","","","","0"
"1975-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1975-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1975-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1975-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1527","","","","0"
"1975-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1975-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1975-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1975-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1552","","","","0"
"1975-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1975-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1975-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1975-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1576","","","","0"
"1976-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1976-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1976-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1976-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1601","","","","0"
"1976-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1976-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1976-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1976-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1625","","","","0"
"1976-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1976-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1976-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1976-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1649","","","","0"
"1976-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1976-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1976-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1976-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1673","","","","0"
"1977-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1977-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1977-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1977-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1697","","","","0"
"1977-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1977-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1977-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1977-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1720","","","","0"
"1977-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1977-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1977-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1977-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1743","","","","0"
"1977-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1977-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1977-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1977-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1766","","","","0"
"1978-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1978-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1978-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1978-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1788","","","","0"
"1978-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1978-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1978-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1978-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1811","","","","0"
"1978-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1978-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1978-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1978-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1833","","","","0"
"1978-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1978-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1978-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1978-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1856","","","","0"
"1979-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1979-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1979-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1979-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1878","","","","0"
"1979-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1979-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1979-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1979-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1901","","","","0"
"1979-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1979-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1979-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1979-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1925","","","","0"
"1979-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1979-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1979-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1979-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1950","","","","0"
"1980-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1980-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1980-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1980-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1976","","","","0"
"1980-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1980-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1980-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1980-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","1998","","","","0"
"1980-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1980-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1980-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1980-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","2016","","","","0"
"1980-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1980-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1980-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1980-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","2031","","","","0"
"1981-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1981-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1981-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1981-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","2042","","","","0"
"1981-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1981-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1981-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1981-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","2068","","","","0"
"1981-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1981-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1981-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1981-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","2110","","","","0"
"1981-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1981-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1981-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1981-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","2167","","","","0"
"1982-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1982-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1982-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1982-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","2239","","","","0"
"1982-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1982-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1982-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1982-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","2318","","","","0"
"1982-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1982-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1982-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1982-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","2405","","","","0"
"1982-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1982-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1982-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1982-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","2499","","","","0"
"1983-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1983-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1983-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1983-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","2600","","","","0"
"1983-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1983-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1983-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1983-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","2684","","","","0"
"1983-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1983-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1983-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1983-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","2749","","","","0"
"1983-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1983-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1983-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
